TOOLTIP_AFFECT_VOTEFORBONUS	Voteazã pentru bonus
CUBE_CATEGORY34	Vıroba Drahokamu 5
CUBE_CATEGORY35	Vıroba Drahokamu 6
CUBE_CATEGORY36	Vıroba Drahokamu 7
CUBE_CATEGORY37	Vıroba Drahokamu 8
CUBE_CATEGORY38	Vıroba Drahokamu 9
CUBE_CATEGORY39	Vıroba Drahokamu 10
CUBE_CATEGORY40	Vıroba Drahokamu 11
CUBE_CATEGORY41	Vıroba Drahokamu 12
CUBE_CATEGORY42	Vıroba Drahokamu 13
CUBE_CATEGORY999	Jiné
SYSTEM_OPTION_CPU_TILING_1	Mód CPU grafiky mue zryhlit slabší PC.
SYSTEM_OPTION_CPU_TILING_2	Pri potíemi s grafikou, zvolte nastavení systému "or CONFIG.exe".
SYSTEM_OPTION_CPU_TILING_3	a zmente na mód GPU grafiky.
SYSTEM_OPTION_GPU_TILING_1	Mód GPU grafiky mue zpomalit rychlost slabších PC.
SYSTEM_OPTION_GPU_TILING_2	Pri potíemi s grafikou, zvolte nastavení systému "or CONFIG.exe".
SYSTEM_OPTION_GPU_TILING_3	a zmente na mód CPU grafiky.
SYSTEM_OPTION_TILING_EXIT	Hra musí bıt restartovaná pro zmenu módu grafiky.
PETSKILL_COOLDOWN	Prebíjecí Doba: %s sec
PETSKILL_HP	Obnovení ZB: %s
PETSKILL_INVICIBLE	Neviditelná na dobu: %s sec
ITEM_PRICE_TITLE	[ Cena ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Zdarma
DO_YOU_BUY_ITEM_NORMAL	Chci koupit %d %s?
CHATTING_SETTING_LEFT1	Kliknete na pravé tlacítko na filtr pro odstranení.
CHATTING_SETTING_LEFT2	Základní filtr nejde odstranit.
CHAT_TYPE_INFO_EXP	Zkuš
CHAT_TYPE_INFO_ITEM	Predmet
CHAT_TYPE_INFO_VALUE	Hodnota
CHATTING_SETTING_ADD	Pridat Záloku
CHATTING_SETTING_ADD_MAX	Dosáhl jste maximálního limitu.
CHATTING_SETTING_CHANGE_TITLE_NAME	Chceš uloit jméno tohoto chatu?
CHATTING_SETTING_CHANGE_TITLE_NOT	Nemueš zmenit jméno základního chatu.
CHATTING_SETTING_CHANGE_TITLE_NOT2	Jméno nemue obsahovat mezery.
CHATTING_SETTING_CHANGE_TITLE_NOT3	Jméno nemue obsahovat více ne 6 znaku.
CHATTING_SETTING_CHANGE_TITLE_NOT4	Jméno je prázdné.
CHATTING_SETTING_SETTING	Nastavení
TOOLTIP_DOUBLE_DROP_ITEM	Dropování bude zdvojnásobeno	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% sníení obrany zbrane	SA
EMOTION_SIRENA	Zvonek
EMOTION_CALL	Zavolat
EMOTION_CHARGING	Nabíjet
EMOTION_CELEBRATION	Oslavovat
EMOTION_WEATHER	Pocasí
EMOTION_ALCOHOL	Alkohol
EMOTION_HUNGRY	Hladovı
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Klik
EMOTION_EXERCISE	Procvicovat
EMOTION_DOZE	Schrupnutí
EMOTION_DANCE_7	Tanec 7
WINDOW_TXT1	Lv min: %s
WINDOW_TXT2	Lv max: %s
WINDOW_TXT3	Nemáš dostatek predmetu pro vstoupení.
WINDOW_TXT4	Potrebné predmety:
WINDOW_TXT5	Chceš jít na tuto mapu %s?
WINDOW_TXT6	Nemáš dostatek Yangu!
DAILYGIFT_TXT1	Den %d
DAILYGIFT_TXT2	Vyzvednout
DAILYGIFT_TXT3	Denní odmena:
QUESTION_DLG_CHANGELANGUAGE	Chcete zmenit jazyk?
QUESTION_DLG_REMOVEACC	Chcete vymazat %s?
MINIMAP_SHOW_BLOCKPVP	Zablokovat zobrazení vıbavy v duelu [F10]
MINIMAP_SHOW_UNBLOCKPVP	Odblokovat zobrazení vıbavy v duelu [F10]
SKILL_CHANGE_AVAILABLE	Moné zmeny: %d
DUEL_MINIWINDOW_OVER_SLOT	Klikáním na tento obrázek se otevre menu panelu duelu.
PET_MINIWINDOW_OVER_SLOT	Zmácknutím "P" nebo klikáním na tento slot muete otevrít hlavní panel mazlícku.
RENDER_TITLE	Náhled
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Informace o Dungeonu [F7]
MINIMAP_SHOW_DAILYGIFT	Denní Dárek
MINIMAP_SHOW_BIOLOGIST	Biologovi Mise
MINIMAP_SHOW_TELEPORT	Teleportovat [F5]
MINIMAP_SHOW_SAVEPOINT	Ulo bod [F11]
MINIMAP_SHOW_OFFLINESHOP	Offline Stánek [Y]
RUNE_IS_UNLOCKED1	SUSANOO SYSTEM UNLOCKED!
RUNE_IS_UNLOCKED2	Read the letter before use!
TOOLTIP_APPLY_STOLA_COSTUME1A	Silnı proti Príšerám - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Silnı proti kamenum Metin - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Vitalita - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Silnı proti Bosum - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Inteligence - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Silnı proti Pololidem - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Obrana proti Pololidem - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Síla - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. ZB - min: +%d e max: +%d
GRADE_STOLA	[Stupen: %d]
SUPPORT_ERR1	Musíte privolat podporu aby jste toto mohl udelat!
SUPPORT_ERR2	Muete pouze vloit predmety které muou nosit jen Šamani.
SUPPORT_ERR3	Nemuete pridat tento predmet.
SUPPORT_ERR4	Tento predmet není správného pohlaví!
SUPPORT_CONFIRM	Prejete si pokracovat?
SUPPORT_CONFIRM2	Jste si jistí e chcete odebrat tento predmet?
SUPPORT_CONFIRM3	Chcete to vymenit?
AFFECT_NEW_POTION1	Oranové Ampule
AFFECT_NEW_POTION2	luté Ampule
AFFECT_NEW_POTION3	Modré Ampule
AFFECT_NEW_POTION4	Cervené Ampule
AFFECT_NEW_POTION5	Zelené Ampule
AFFECT_NEW_POTION6	Fialové Ampule
AFFECT_NEW_POTION7	Modrá Rosa
AFFECT_NEW_POTION8	Oranová Rosa
AFFECT_NEW_POTION9	Bílá Rosa
AFFECT_NEW_POTION10	lutá Rosa
AFFECT_NEW_POTION11	Cervená Rosa
AFFECT_NEW_POTION12	Zelená Rosa
AFFECT_NEW_POTION13	Pronikavı Zásah
AFFECT_NEW_POTION14	Kritickı Útok
AFFECT_NEW_POTION15	Útok Dracího Boha
AFFECT_NEW_POTION16	Obrana Dracího Boha
AFFECT_NEW_POTION17	Inteligence Dracího Boha
AFFECT_NEW_POTION18	ivot Dracího Boha
AFFECT_NEW_POTION19	Elixír Rychlosti Útoku
AFFECT_NEW_POTION20	Zelenı Lektvar(G) (permanentní)
AFFECT_NEW_POTION21	Lektvar Moudrosti
AFFECT_NEW_POTION22	Lektvar Moudrosti
AFFECT_NEW_POTION23	Zlodejské Rukavice
NEW_POTION_STATUS_0	[Vypnutı]
NEW_POTION_STATUS_1	[Zapnutı]
RUNE_POWER	Síla: %d%%
RUNE_POWER_CHARGE	Zbıvající síla: %d%% di %d%%
RUNE_ACTIVATE	Chcete to zapnout %s?
RUNE_DEACTIVATE	Chcete to vypnout %s?
RUNE_ACTIVATE_ALL	Chcete zapnout všechny dostupné Sharingan?
RUNE_DEACTIVATE_ALL	Chcete vypnout všechny dostupné Sharingan?
RUNE_CHARGE	Chcete zvıšit sílu %s a %s?
RUNE_ACTIVATED_1	Jedna nebo více z tvıch Sharingan jsou zapnutı.
RUNE_ACTIVATED_2	Všechny Sharingan jsou zapnutı.
RUNE_LOCKED	Susanoo systém se odemkne a v levlu 42.
MAP_NAME_357	Staroveká Pyramida
AFFECT_SKILL_QUESTION	Urcite chcete vypnout úcinnost schopnosti?
AFFECT_DROP_QUESTION1	Jste si jistí e chcete vypnout dropování na tomto úctu?
AFFECT_DROP_QUESTION2	Jste si jistí e chcete zapnout dropování na tomto úctu?
TOOLTIP_DROP_BLOCK	Dropování na tomto úctu je vypnuto. Kliknete zde pro zapnutí.
TOOLTIP_DROP_UNBLOCK	Dropování na tomto úctu je zapnuto. Kliknete zde pro vypnutí.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% Silnı proti Runovım Príšerám	SA
MAP_NAME_218	Runovı Dungeon
UI_CHOOSE_LANGUAGE	Zvolte jazyk:
UI_END	Konec
UI_GETIN	Vstupte ted
WHISPER_ADMIN_SEND_MESSAGE	Pošli zprávu
WHISPER_ADMIN_CLEAR_MESSAGE	Vyma text
WHISPER_ADMIN_CANCEL_ACTION	Ukonci akci
WHISPER_ADMIN_LEN_TEXT	[i] Minimální / maximální postavy: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Nynejší zvolenı jazyk: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Pošli prímou zprávu do ríše.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Jste si jistí e chcete poslat tuto zprávu?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	Nemuete odpovedet systému.
KASMIR_MARKET_PRIVATESHOP_0	Standartní
KASMIR_MARKET_PRIVATESHOP_1	Tisíc a jedna noc
KASMIR_MARKET_PRIVATESHOP_2	Grill Master
KASMIR_MARKET_PRIVATESHOP_3	Lovec Odmen
KASMIR_MARKET_PRIVATESHOP_4	Minimální ohen
KASMIR_MARKET_PRIVATESHOP_5	Obchodník se zbramemi
KASMIR_MARKET_PRIVATESHOP_6	Zbrane ve sleve
KASMIR_MARKET_PRIVATESHOP_7	Alchimista
KASMIR_PAKET_STANDART	Standartní
KASMIR_PAKET_FIRE	Ohen
KASMIR_PAKET_ICE	Led
KASMIR_PAKET_PAPER	Papír
KASMIR_PAKET_RIBON	Stuha
KASMIR_PAKET_WING	Krídlo
MINIMAP_BOSS_RESPAWN_TIME	Oivení: %d min.
ALERT_SASH_REMOVE_ATTR	Jste si jistí e chcete pokracovat?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Prumerná škoda [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% šance na kritickı zásah (PVM)	SA
PET_ASK_LEARN	Jste si jistí e chcete pokracovat?
PET_APPLY_MAX_HP_PCT	ZB max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Silnı proti príšerám +%s%%	SA
PET_APPLY_MEDI_PVM	Prumerná Škoda [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Cas: %d Dny %d Hodiny %d Minuty
PET_TIME_TOOLTIP_INF	Doba trvání: Nekonecná
PET_TIME_GUI	Cas: %d (d) %d (h) %d (m)
PET_TIME_GUI_OLD	Cas: %s / %s Hodiny
ALERT_REVIVE_PET	Jste si jistí e chcete nakrmit svého mazlícka?
DS_SET_INFO	Aktivujte 6 Kamenu Draka +6 pro získání následujících bonusu:
ASK_SEX_CHOOSE	Nejdrive zvolte pohlaví !
COMB_ALERT	Speciální bonusy budou odstraneny!
COMB_ALERT1	Pro udelání tohoto, musí bıt svitek zmeny ve svém slotu.
COMB_ALERT2	Nejprve musíte pridat bonusy ze kterıch bonusy budou sebrány.
COMB_ALERT3	Muete jen vymenit bonusy z kostımu.
COMB_ALERT4	Muete jen vymenit bonusy ze stejného typu kostımu.
COMB_ALERT5	Muete jen vymenit bonusy z kostımu na telo.
COMB_ALERT6	Muete jen vymenit bonusy ze stejného typu kostımu.
COMB_ALERT7	Tento kostım musí mít minimálne jeden normální bonus!
VIEW_RENDERING	Zmáckni |Eemoji/key_ctrl|e pro náhled.
DUEL_BLOCK_CHANGE_ITEM	[x] Zmen Predmet
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Cervenı Lektvar
DUEL_BLOCK_HORSE_MOUNT	[x] Kun/Jezdecké Zvíre
DUEL_BLOCK_PET	[x] Mazlícek
DUEL_BLOCK_POLY	[x] Poly
DUEL_BLOCK_PARTY	[x] Skupina
DUEL_BLOCK_EXCHANGE	[x] Vymenit
DUEL_TARGET_NAME	Bojovat s:
DUEL_MONEY_ADD	[i] Pridat
DUEL_MONEY_CANCEL	[i] Zrušit
DUEL_MONEY_TITLE	[i] Vsadit penezmi
DUEL_MONEY_CURRENT	Reálné Peníze: 
DUEL_VICTIM_ERROR	<Avviso> Nemuete toto udelat pokud to neprijme nebo odmítne.
DUEL_MONEY_ERROR_1	<Avviso> Jen císlo mue bıt zadáno.
DUEL_MONEY_ERROR_2	<Avviso> Toto cílo je menší nebo stejné jako 0.
DUEL_MONEY_ERROR_3	<Avviso> Mnoství je vetší ne máte v inventári.
DUEL_TITLENAME	Ovládání zobrazení vybavení v duelu
DUEL_EQUIP_BLOCK	Blokovat
DUEL_EQUIP_UNBLOCK	Odblokovat
DUEL_TITLENAME_EQUIP	Neprítelovo Vybavení:
DUEL_CHOOSE_BLOCK	Vyberte si co chcete blokovat:
DUEL_INFO_1	Pg. Jméno:
DUEL_INFO_2	Jméno Cechu:
DUEL_INFO_3	Lv:
DUEL_INFO_4	Cas Boje:
DUEL_INFO_5	Vıherce sázek:
DUEL_INFO_6	Detaily o neprítelovi:
DUEL_LIVE_VICTIM_LEVEL	Lv:
DUEL_LIVE_VICTIM_NAME	Jméno:
COMMON_SKILL_143A	Zvıšit útocnou hodnotu: %d%%
COMMON_SKILL_143B	Zvıšit magickou hodnotu útoku s: %d%%
COMMON_SKILL_144	Zvıšit drop Yangu s: %d%%
COMMON_SKILL_145	Zvıšit sílu proti príšerám s: %d%%
COMMON_SKILL_146	Zvıšit ivoty s: %d
NEW_EXCHANGE_ADDED	%s pridáno %s.
NEW_EXCHANGE_YOU_READY	%s Jste pripraven pro obchodování.
NEW_EXCHANGE_YOU_ACCEPT	%s Obchod prijat.
NEW_EXCHANGE_ACCEPT	%s %s prijal obchodování.
NEW_EXCHANGE_YOU_ABORT	%s Prestat obchodovat.
NEW_EXCHANGE_ABORT	%s %s prerušil obchodování.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Dáváte tyto veci bez toho aby se vám neco vrátilo,
NEW_EXCHANGE_ALERT2	a nebudete mít šanci získat své Yangy nebo predmety zpet.
EXCHANGE_TITLE	Obchodovat s %s
EXCHANGE_TITLE_LEVEL	Obchodovat s %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Pro pouití celého staku.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Pro zvıšení 10 bodu.
BATTLE_PASS_JAN20	Prosinec 2021
SKILL_COLOR_SELECT_FIRST	Vyber prvne barvu.
SKILL_COLOR_PICK_TOOLTIP	Vyber ádoucí barvu %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Predvolená barva
SKILL_COLOR_PRESET_TOOLTIP_1	Mueš si uloit barvu pro tvou zvolenou schopnost.
SKILL_COLOR_PRESET_TOOLTIP_2	Uloit zvolenou barvu a jestli jí budeš potrebuješ znovu
SKILL_COLOR_PRESET_TOOLTIP_3	proste vyber kód barvy z listu.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Kód barvy
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Mueš vloit vlastní barvu pomocí hex kódu.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Príklad #FFFFFF (Bílá)
SKILL_COLOR_DO_YOU_RESET	Chceš obnovit barvu tvé schopnosti?
SKILL_COLOR_DO_YOU_CHANGE	Chceš zmenit barvu tvé schopnosti?
SKILL_COLOR_SELECT_PRESET	Vyber si barvu.
SKILL_COLOR_SELECT_PRESET_NONE	ádná zvolená barva.
SKILL_COLOR_CANNOT_SAVE	Nemueš si uloit další barvy.
SOUL_ITEM_TOOLTIP_APPLY	Efekt je aktivován.
SOUL_ITEM_TOOLTIP_BLUE1	Cas hry: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Zvıšené poškození schopnosti s x%.1f odehraného casu
SOUL_ITEM_TOOLTIP_COMMON	Není pro PvP, Promena
SOUL_ITEM_TOOLTIP_RED1	Cas hry: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Zvıšené útocné poškození s x%.1f odehraného casu
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Zbıvající útoky: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Duše spadne za
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efekt není aktivován'''
SOUL_REFINE_FAILURE	vylepšení se nepovedlo.
SOUL_REFINE_SUCCESS	úspešne vylepšeno.
ENVANTER_KEY_NEED	Potrebuješ dalších %s klícu.
ENVANTER_EXPANS_1	Chceš si zvetšit inventár s %s klíci?
SHOP_NOT_ENOUGH_ITEM	Nemáš dostatek predmetu aby sis koupil tento predmet.
SELECT_YES_GUILD	Jméno cechu: %s
EMPIRE_SELECT	Vybrat
EMPIRE_SELECT_MODE	Vıber králoství
CHARACTER_CREATE_MODE	Vytvorit postavu
CHARACTER_SELECT_MODE	Vıber postavy
CHARACTER_CREATE_MALE	Mu
CHARACTER_CREATE_FEMALE	ena
CHARACTER_CREATE_APPEARANCE1	Pohled 1
CHARACTER_CREATE_APPEARANCE2	Pohled 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Epická Kvalita]
GRADE_CIANITE_LEGG	[Legendární Kvalita]
GRADE_CIANITE_ANTIC	[Starobylá Kvalita]
GRADE_CIANITE_MISTC	[Mystická Kvalita]
REFINE_ERROR_ADD_PERC_STONES	[Vylepšení] Nemueš pridat lektvar aby jsi zvıšil šanci na úspech kamenu.
REFINE_COST_UPGRADE	[i] Cena Zlepšení
REFINE_CURRENT_ITEM	[i] Aktuální Predmet
REFINE_NEXT_ITEM	[i] Další Predmet
REFINE_NEED_ITEMS	[i] Poadovanı Predmet
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Enhancement] Nemueš pridat tento item.
REFINE_ERROR_ITEM_COUNT	[Enhancement] Mueš pridat pouze jeden ocarovanı lektvar jednoho typu.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Ocarování] The current total percentural is 100%.
REFINE_ERROR_ADD_PERC_STONES	[Ocarování] Nemueš zvıšit šanci na úspech lektvaru.
HIDE_COSTUME	Skrıt kostım
SHOW_COSTUME	Ukázat kostım
UI_CHANNEL_GO	Zmenit
UI_CHANNEL_CLOSE	Zavrít
UI_CHANNEL_CHOOSE	Zmenit kanál
UI_CHANNEL_REFRESH	Obnovit
UI_CHANNEL_YET_ON_THIS_CH	U jsi v tomto kanále.
TOOLTIP_APPLY_ATTBONUS_ELEC	Síla blesku +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Síla ohne +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Síla ledu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Síla vetru +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Síla zeme +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Síla temnoty +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	Prerušení obrany mecu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	Prerušení obrany obourucních zbraní +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	Prerušení obrany dık +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	Prerušení obrany proti šípum +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Prerušní obrany proti vejírum +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Prerušení obrany proti zvonum +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Obrana proti Pololidem %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Obrana: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Silnı proti Príšerám zverokruhu +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Síla/obrana proti pouštním príšerám +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Silnı proti Hmyzákum +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	Prerušení obrany proti drápum +%d%%	SA
SUPPORT_SKILL_VALUE	Hodnota Schopnosti
SUPPORT_CHAR_TITLE	Podpora Shamy
LOCALIZATION_TITLE	Save location System
LOCALIZATION_DESC_BTN_EDIT	[i] Upravit jméno lokace
LOCALIZATION_SAVE	Uloit
UPDATE_GAYA_MARKET	Chceš aktualizovat Gaya Obchod?
EXPAND_GAYA	Chceš rozšírit Gaya Obchod?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Nemueš zmenit bojovı mód z téhle mapy.
DEFANCE_WAWE_MAST_TEXT	Lodní stoár
DEFANCE_WAWE_GAUGE_TOOLTIP	ZB: 990000000 /990000000
LOCALIZATION_TELEPORT	Teleport
LOCALIZATION_EDIT	Uloit
LOCALIZATION_CANCEL	Zrušit
LOCALIZATION_CHANGE_NAME	Uloit jméno lokace
TARGET_INFO_DAMAGE	Poškození : %s - %s
TARGET_INFO_DEFENSE	Obrana : %s
TARGET_INFO_EXP	Exp : %s
TARGET_INFO_MAINRACE	Rasa : %s
TARGET_INFO_MAX_HP	Max. ZB : %s
TARGET_INFO_NO_ITEM_TEXT	ádné dostupné predmety.
TARGET_INFO_NO_RACE	Prázdné
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Zvíre
TARGET_INFO_RACE_DARK	Prázdnota
TARGET_INFO_RACE_DEVIL	Dábel
TARGET_INFO_RACE_EARTH	Zeme
TARGET_INFO_RACE_ELEC	Elektrickı
TARGET_INFO_RACE_FIRE	Ohnivı
TARGET_INFO_RACE_HUMAN	Poloclovek
TARGET_INFO_RACE_ICE	Ledovı
TARGET_INFO_RACE_MILGYO	Mystickı 
TARGET_INFO_RACE_ORC	Ork
TARGET_INFO_RACE_UNDEAD	Nemrtvı
TARGET_INFO_RACE_WIND	Vetrnı
TARGET_INFO_STONE_NAME	Dušní kámen
TARGET_INFO_SUBRACE	Poddruh : %s
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Prázdnı -
SWITCHBOT_SELECT_ATTR	Vyber atribut
SWITCHBOT_CLEAR_ATTR	Prázdnı
SWITCHBOT_CONFIGURATION_TITLE	uloené nastavení
SWITCHBOT_SAVE_BUTTON	Otevrít pamet
SWITCHBOT_SAVE	Uloit
SWITCHBOT_LOAD_CONFIGURATION	Nacíst
SWITCHBOT_CLEAR_CONFIGURATION	Vycistit
SASH_REFINE_COST	Absorbcní cena: %d
SASH_ABSORB_CHANCE	Absorbcní hodnota: %d%%
SASH_ABSORB_CHANCE2	Absorbcní hodnota: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	Chceš odstranit všechny dostupné bonusy?
SASH_FAILURE_CLEAN	ádné bonusy nemuou bıti odebrány.
SASH_DEL_SERVEITEM	Šerpa 2 bude znicena jestli se kombinace nepovede.
SASH_DEL_ABSORDITEM	Chceš absorbovat tento predmet, znící se v procesu.
LOGIN_FAILURE_WRONG_VERSION	Máš starou verzi klienta. Prosím oprav to!
AUTO_TOOLTIP_LINE5	Tip: Doba ostatních lektvaru se ukazuje ve vterinách.
DETAILS_1	Silnı proti Pololidem
DETAILS_12	Telo/Magickı Útok
DETAILS_59	poškození je absorbováno ZB
DETAILS_60	poškození je absorbováno MB
DETAILS_61	ZB Regenerace
DETAILS_62	MB Regenerace
DETAILS_63	Šance na blokování Telesného útoky
DETAILS_64	Šance na vyhnutí šípum
DETAILS_65	Šance na odraení telesného útoku
DETAILS_66	šance na regeneraci ZB
DETAILS_67	šance na regeneraci MB
DETAILS_68	EXP
DETAILS_69	Vetší šance na drop yangu
DETAILS_70	Extrémní šance na dropování premetu
DETAILS_71	Útocné/Magické poškození
DETAILS_72	Magická obrana
DETAILS_79	Prumerná škoda [PVM]
DETAILS_CATE_1	PVM BONUS
DETAILS_CATE_2	PVP BONUS
DETAILS_CATE_3	ELEMENTÁRNÍ BONUSY
DETAILS_CATE_4	ÚTOCNÉ BONUSY
DETAILS_CATE_5	OBRANÉ BONUSY
DETAILS_CATE_6	BONUS STATUS
DETAILS_CATE_7	ALTERNATIVNÍ BONUSY
FINDM_BUTTON_01	Opustit
FINDM_BUTTON_02	Vylepšit
FINDM_POPUP_01	Nemáš všechny potrebné predmety k tomu aby minihra mohla zacít.
FINDM_POPUP_02	Nemáš dostatek %s.
FINDM_POPUP_03	U to nemue bıt dále pouíváno.
FINDM_POPUP_04	Tohle u je ta nejlepší odmena.
FINDM_POPUP_05	Nemáš dostatek Yangu pro tuto minihru.
FINDM_POPUP_06	Jestlie je neotocíš v následujících %d vterinách, tyto tri karty se automaticky otocí.
FINDM_QUESTION_01	Spotrebuješ %d Yangu a %s.\nPokracovat?
FINDM_QUESTION_02	Zkusit znovu a pouít %s %d?
FINDM_QUESTION_03	Odmena: %s
FINDM_QUESTION_04	Novı pokus? Jestlie bude neúspešnı,momentální odmena bude stále tvoje.
FINDM_QUESTION_05	Dokoncit hru a vyzvednout odmenu?
FINDM_TOOLTIP_01	Jestlie se nerozhodneš do urcitého casu, tri karty budou automaticky otoceny.
GUILDLAND_ABANDON_VOTE	Vzdát se Cechovnícho pozemku [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Vzdali jste se cechovního pozemku [%s].
GUILDLAND_ABANDON_VOTE_RESULT2	Cechovní pozemek byl opušten.
GUILDLAND_ABANDON_VOTE_RESULT3	Vısledky pruzkumu:
GUILDLAND_ABANDON_VOTE_RESULT4	Pruzkum není validní.
GUILDLAND_ABANDON_VOTE_TEXT	Opravdu chceš zahájit pruzkum?
GUILDLAND_ABANDON_VOTE_TEXT1	Hlasujete pro prevod pozemku cechu?
GUILDLAND_DEAL	Sell pozemek cechu
GUILDLAND_DEAL_TEXT1	Cech [%s] chce prodat
GUILDLAND_DEAL_TEXT2	jejich pozemek cechu za %s Yangu.
GUILDLAND_DEAL_TEXT3	Prijímáte nabídku?
GUILDLAND_DELA_VOTE	Cech [%s] chce koupit náš pozemek.
GUILDLAND_DELA_VOTE_RESULT1	Prodej pozemku Cechu [%s].
GUILDLAND_DELA_VOTE_RESULT2	Pruzkum skoncil.
GUILDLAND_DELA_VOTE_RESULT3	Vısledky pruzkumu prodeje pozemku:
GUILDLAND_DELA_VOTE_RESULT4	Pruzkum je neplatnı.
GUILDLAND_DELA_VOTE_TEXT	Jakému cechu chcete prodat cechovní pozemek?
GUILDLAND_DELA_VOTE_TEXT1	Hlasujete pro prodej pozemku cechu?
GUILDLAND_VOTE_TEXT	Chcete dát pozemek [%s]?
GUILDVOTE_CHANGEMASTER	Zmenit vudce cechu
